iter	Passed	Remaining
302	337	5238
303	338	5230
304	339	5223
305	340	5218
306	340	5211
307	341	5202
308	342	5194
309	342	5186
310	343	5178
311	344	5169
312	344	5162
313	345	5154
314	346	5146
315	346	5138
316	347	5130
317	347	5123
318	348	5115
319	349	5108
320	349	5101
321	350	5093
322	351	5086
323	351	5079
324	352	5071
325	353	5064
326	353	5058
327	354	5054
328	355	5047
329	356	5040
330	356	5032
331	357	5026
332	358	5019
333	358	5012
334	359	5006
335	360	5001
336	360	4994
337	361	4988
338	362	4980
339	362	4973
340	363	4967
341	364	4960
342	364	4954
343	365	4947
344	366	4941
345	366	4935
346	367	4929
347	368	4924
348	369	4920
349	369	4913
350	370	4906
351	371	4900
352	371	4893
353	372	4887
354	373	4880
355	373	4873
356	374	4867
357	374	4861
358	375	4855
359	376	4849
360	376	4843
361	377	4837
362	378	4831
363	378	4826
364	379	4821
365	380	4815
366	381	4809
367	381	4804
368	382	4798
369	383	4792
370	383	4787
371	384	4783
372	385	4779
373	385	4773
374	386	4767
375	387	4762
376	387	4756
377	388	4750
378	389	4744
379	389	4738
380	390	4732
381	390	4726
382	391	4720
383	392	4715
384	392	4709
385	393	4704
386	394	4698
387	394	4693
388	395	4687
389	396	4682
390	396	4678
391	397	4673
392	398	4671
393	399	4668
394	399	4662
395	400	4658
396	401	4652
397	401	4647
398	402	4642
399	403	4636
400	403	4631
401	404	4626
402	405	4620
403	405	4615
404	406	4610
405	406	4605
406	407	4599
407	408	4594
408	408	4589
409	409	4584
410	410	4579
411	410	4574
412	411	4569
413	412	4564
414	412	4559
415	413	4554
416	414	4551
417	414	4546
418	415	4541
419	416	4536
420	416	4531
421	417	4526
422	417	4521
423	418	4516
424	419	4511
425	419	4507
426	420	4502
427	421	4498
428	421	4494
429	422	4490
430	423	4486
431	423	4483
432	424	4479
433	425	4475
434	426	4470
435	426	4466
436	427	4461
437	428	4458
438	428	4456
439	429	4452
440	430	4449
441	431	4445
442	431	4440
443	432	4436
444	433	4432
445	433	4428
446	434	4425
447	435	4421
448	435	4417
449	436	4413
450	437	4409
451	437	4405
452	438	4402
453	439	4397
454	439	4394
455	440	4390
456	441	4387
457	442	4383
458	442	4380
459	443	4378
460	444	4375
461	444	4371
462	445	4367
463	446	4363
464	446	4359
465	447	4355
466	448	4351
467	448	4347
468	449	4343
469	450	4339
470	450	4336
471	451	4332
472	452	4328
473	452	4324
474	453	4321
475	454	4318
476	455	4314
477	455	4311
478	456	4307
479	457	4303
480	457	4301
481	458	4299
482	459	4295
483	460	4293
484	460	4290
485	461	4287
486	462	4283
487	462	4279
488	463	4276
489	464	4272
490	464	4269
491	465	4265
492	466	4262
493	466	4258
494	467	4254
495	468	4251
496	468	4248
497	469	4244
498	470	4241
499	470	4237
500	471	4234
501	472	4231
502	472	4228
503	473	4226
504	474	4223
505	475	4220
506	475	4216
507	476	4212
508	477	4209
509	477	4205
510	478	4201
511	478	4198
512	479	4194
513	480	4191
514	480	4187
515	481	4183
516	482	4180
517	482	4176
518	483	4173
519	483	4169
520	484	4165
521	485	4162
522	485	4159
523	486	4155
524	487	4153
525	488	4150
526	488	4148
527	489	4145
528	490	4141
529	490	4138
530	491	4135
531	492	4132
532	492	4129
533	493	4126
534	494	4123
535	494	4121
536	495	4118
537	496	4115
538	496	4111
539	497	4109
540	498	4105
541	498	4102
542	499	4099
543	500	4096
544	500	4093
545	501	4090
546	502	4087
547	502	4085
548	503	4083
549	504	4080
550	504	4076
551	505	4073
552	506	4069
553	506	4066
554	507	4063
555	507	4060
556	508	4056
557	509	4054
558	509	4051
559	510	4047
560	511	4044
561	511	4041
562	512	4038
563	513	4035
564	513	4032
565	514	4029
566	514	4026
567	515	4023
568	516	4021
569	517	4019
570	517	4017
571	518	4016
572	519	4013
573	520	4010
574	520	4007
575	521	4004
576	522	4002
577	522	3999
578	523	3996
579	524	3994
580	524	3992
581	525	3989
582	526	3987
583	526	3984
584	527	3981
585	528	3979
586	529	3977
587	529	3974
588	530	3971
589	531	3969
590	531	3966
591	532	3964
592	533	3962
593	533	3960
594	534	3957
595	535	3954
596	535	3951
597	536	3948
598	537	3945
599	537	3943
600	538	3940
601	539	3938
602	539	3935
603	540	3933
604	541	3930
605	541	3928
606	542	3926
607	543	3923
608	543	3920
609	544	3918
610	545	3915
611	545	3913
612	546	3911
613	547	3909
614	548	3908
615	549	3909
616	550	3912
617	551	3911
618	552	3908
619	552	3906
620	553	3904
621	554	3902
622	555	3899
623	555	3897
624	556	3896
625	557	3893
626	557	3891
627	558	3889
628	559	3886
629	559	3883
630	560	3881
631	561	3879
632	562	3877
633	562	3876
634	563	3874
635	564	3872
636	565	3870
637	565	3867
638	566	3865
639	567	3863
640	567	3860
641	568	3858
642	569	3855
643	569	3853
644	570	3850
645	570	3847
646	571	3845
647	572	3842
648	572	3840
649	573	3837
650	574	3835
651	574	3832
652	575	3829
653	575	3827
654	576	3825
655	577	3824
656	578	3822
657	579	3820
658	579	3818
659	580	3816
660	581	3814
661	581	3811
662	582	3809
663	583	3807
664	583	3805
665	584	3802
666	585	3800
667	585	3798
668	586	3796
669	587	3795
670	588	3793
671	588	3791
672	589	3789
673	590	3787
674	590	3786
675	591	3785
676	592	3783
677	593	3781
678	593	3779
679	594	3777
680	595	3774
681	595	3772
682	596	3770
683	597	3768
684	597	3765
685	598	3763
686	599	3761
687	599	3759
688	600	3757
689	601	3754
690	601	3752
691	602	3750
692	603	3748
693	603	3746
694	604	3744
695	605	3742
696	605	3740
697	606	3738
698	607	3737
699	608	3735
700	608	3733
701	609	3731
702	610	3728
703	610	3727
704	611	3725
705	612	3723
706	612	3721
707	613	3719
708	614	3717
709	614	3715
710	615	3713
711	616	3711
712	616	3708
713	617	3707
714	618	3705
715	619	3704
716	619	3703
717	620	3701
718	621	3700
719	622	3699
720	622	3697
721	623	3695
722	624	3693
723	625	3691
724	625	3689
725	626	3687
726	626	3685
727	627	3683
728	628	3681
729	629	3679
730	629	3677
731	630	3675
732	631	3673
733	631	3671
734	632	3669
735	633	3667
736	633	3665
737	634	3663
738	635	3662
739	635	3660
740	636	3659
741	637	3657
742	638	3656
743	638	3654
744	639	3652
745	640	3650
746	640	3648
747	641	3646
748	642	3645
749	643	3643
750	643	3642
751	644	3640
752	645	3638
753	645	3636
754	646	3634
755	647	3632
756	647	3630
757	648	3629
758	649	3627
759	649	3625
760	650	3625
761	651	3624
762	652	3623
763	653	3621
764	653	3619
765	654	3617
766	655	3615
767	655	3613
768	656	3611
769	657	3609
770	657	3607
771	658	3605
772	658	3603
773	659	3601
774	660	3599
775	660	3597
776	661	3595
777	662	3593
778	662	3591
779	663	3589
780	664	3587
781	664	3586
782	665	3584
783	666	3584
784	667	3582
785	667	3580
786	668	3578
787	669	3576
788	669	3574
789	670	3572
790	671	3570
791	671	3568
792	672	3566
793	672	3564
794	673	3563
795	674	3561
796	675	3560
797	675	3558
798	676	3556
799	677	3555
800	677	3553
801	678	3551
802	679	3550
803	679	3548
804	680	3547
805	681	3547
806	682	3545
807	683	3544
808	683	3542
809	684	3540
810	685	3538
811	685	3536
812	686	3534
813	686	3532
814	687	3530
815	688	3528
816	688	3526
817	689	3525
818	690	3523
819	690	3521
820	691	3519
821	692	3517
822	692	3515
823	693	3514
824	694	3512
825	694	3510
826	695	3509
827	696	3508
828	696	3506
829	697	3505
830	698	3503
831	698	3501
832	699	3499
833	700	3497
834	700	3495
835	701	3494
836	702	3493
837	703	3491
838	703	3489
839	704	3488
840	705	3486
841	705	3485
842	706	3483
843	707	3482
844	707	3480
845	708	3479
846	709	3477
847	710	3477
848	711	3476
849	711	3474
850	712	3472
851	713	3471
852	713	3469
853	714	3468
854	715	3466
855	715	3465
856	716	3463
857	717	3461
858	717	3460
859	718	3458
860	719	3456
861	719	3454
862	720	3452
863	720	3451
864	721	3449
865	722	3447
866	722	3446
867	723	3444
868	724	3442
869	724	3441
870	725	3440
871	726	3438
872	727	3437
873	727	3435
874	728	3434
875	729	3432
876	729	3431
877	730	3429
878	731	3428
879	731	3426
880	732	3424
881	733	3422
882	733	3421
883	734	3419
884	735	3418
885	735	3416
886	736	3414
887	737	3413
888	737	3411
889	738	3410
890	739	3408
891	739	3407
892	740	3406
893	741	3404
894	741	3403
895	742	3401
896	743	3400
897	744	3398
898	744	3397
899	745	3395
900	746	3394
901	746	3392
902	747	3391
903	748	3389
904	748	3387
905	749	3386
906	750	3384
907	750	3383
908	751	3381
909	752	3380
910	752	3378
911	753	3376
912	753	3375
913	754	3373
914	755	3373
915	756	3372
916	757	3371
917	757	3369
918	758	3367
919	759	3366
920	759	3364
921	760	3363
922	761	3361
923	761	3359
924	762	3358
925	762	3356
926	763	3354
927	764	3353
928	764	3351
929	765	3350
930	766	3348
931	766	3346
932	767	3345
933	768	3343
934	768	3342
935	769	3341
936	770	3340
937	771	3339
938	771	3337
939	772	3335
940	773	3334
941	773	3332
942	774	3331
943	775	3329
944	775	3328
945	776	3326
946	777	3325
947	777	3324
948	778	3323
949	779	3322
950	780	3321
951	780	3320
952	781	3318
953	782	3317
954	782	3315
955	783	3314
956	784	3313
957	785	3312
958	786	3312
959	786	3310
960	787	3309
961	787	3307
962	788	3305
963	789	3304
964	789	3302
965	790	3301
966	791	3299
967	791	3297
968	792	3296
969	793	3294
970	793	3293
971	794	3291
972	794	3289
973	795	3288
974	796	3286
975	796	3284
976	797	3283
977	798	3281
978	798	3280
979	799	3279
980	800	3279
981	801	3278
982	801	3276
983	802	3275
984	803	3273
985	803	3272
986	804	3270
987	805	3269
988	805	3268
989	806	3267
990	807	3266
991	808	3265
992	809	3264
993	809	3263
994	810	3262
995	811	3260
996	811	3259
997	812	3257
998	813	3256
999	814	3256
1000	814	3255
1001	815	3254
1002	816	3252
1003	816	3251
1004	817	3250
1005	818	3248
1006	818	3247
1007	819	3246
1008	820	3244
1009	821	3243
1010	821	3242
1011	822	3241
1012	823	3239
1013	823	3238
1014	824	3236
1015	825	3235
1016	825	3234
1017	826	3232
1018	827	3231
1019	828	3230
1020	828	3229
1021	829	3228
1022	830	3227
1023	830	3226
1024	831	3224
1025	832	3224
1026	833	3223
1027	834	3222
1028	834	3221
1029	835	3219
1030	835	3218
1031	836	3216
1032	837	3215
1033	837	3214
1034	838	3212
1035	839	3211
1036	840	3210
1037	840	3209
1038	841	3208
1039	842	3206
1040	842	3205
1041	843	3205
1042	844	3203
1043	845	3202
1044	845	3201
1045	846	3199
1046	847	3198
1047	847	3197
1048	848	3195
1049	849	3194
1050	849	3192
1051	850	3191
1052	851	3190
1053	851	3188
1054	852	3187
1055	853	3186
1056	853	3184
1057	854	3183
1058	855	3181
1059	855	3180
1060	856	3179
1061	857	3178
1062	857	3177
1063	858	3176
1064	859	3174
1065	859	3173
1066	860	3171
1067	861	3170
1068	861	3168
1069	862	3167
1070	863	3166
1071	863	3165
1072	864	3163
1073	865	3162
1074	865	3161
1075	866	3159
1076	867	3158
1077	867	3157
1078	868	3157
1079	870	3158
1080	871	3158
1081	872	3159
1082	873	3160
1083	874	3159
1084	875	3158
1085	876	3158
1086	877	3157
1087	877	3156
1088	878	3155
1089	879	3154
1090	879	3152
1091	880	3151
1092	881	3149
1093	881	3148
1094	882	3146
1095	883	3146
1096	883	3144
1097	884	3143
1098	885	3142
1099	885	3140
1100	886	3139
1101	887	3138
1102	888	3138
1103	889	3137
1104	889	3136
1105	890	3135
1106	891	3133
1107	891	3132
1108	892	3130
1109	892	3129
1110	893	3128
1111	894	3127
1112	895	3125
1113	895	3124
1114	896	3123
1115	897	3122
1116	897	3121
1117	898	3119
1118	899	3118
1119	899	3116
1120	900	3115
1121	901	3114
1122	901	3113
1123	902	3113
1124	903	3112
1125	904	3111
1126	904	3109
1127	905	3108
1128	906	3107
1129	907	3106
1130	907	3105
1131	908	3104
1132	909	3105
1133	910	3104
1134	911	3103
1135	912	3102
1136	912	3101
1137	913	3100
1138	914	3100
1139	915	3100
1140	916	3099
1141	917	3098
1142	918	3098
1143	918	3097
1144	919	3096
1145	920	3095
1146	921	3094
1147	921	3093
1148	922	3091
1149	923	3090
1150	924	3090
1151	925	3089
1152	926	3089
1153	926	3088
1154	927	3087
1155	928	3086
1156	928	3085
1157	929	3084
1158	930	3084
1159	931	3084
1160	932	3084
1161	933	3083
1162	934	3082
1163	935	3081
1164	935	3080
1165	936	3080
1166	937	3078
1167	938	3077
1168	938	3076
1169	939	3075
1170	940	3074
1171	940	3073
1172	941	3072
1173	942	3070
1174	942	3069
1175	943	3068
1176	944	3067
1177	944	3065
1178	945	3064
1179	946	3063
1180	947	3062
1181	947	3061
1182	948	3060
1183	949	3059
1184	949	3057
1185	950	3056
1186	951	3055
1187	951	3054
1188	952	3052
1189	953	3051
1190	953	3050
1191	954	3049
1192	955	3047
1193	955	3047
1194	956	3045
1195	957	3044
1196	957	3043
1197	958	3042
1198	959	3041
1199	960	3040
1200	961	3041
1201	962	3040
1202	963	3040
1203	964	3039
1204	964	3038
1205	965	3037
1206	966	3036
1207	966	3035
1208	967	3034
1209	968	3033
1210	969	3032
1211	969	3030
1212	970	3029
1213	971	3028
1214	971	3027
1215	972	3026
1216	973	3025
1217	973	3023
1218	974	3022
1219	975	3022
1220	976	3021
1221	976	3020
1222	977	3019
1223	978	3018
1224	979	3016
1225	979	3015
1226	980	3014
1227	980	3013
1228	981	3011
1229	982	3010
1230	982	3009
1231	983	3007
1232	984	3006
1233	984	3005
1234	985	3004
1235	986	3002
1236	986	3001
1237	987	3000
1238	988	2999
1239	989	2999
1240	989	2998
1241	990	2998
1242	991	2997
1243	992	2996
1244	993	2995
1245	993	2994
1246	994	2993
1247	995	2991
1248	995	2991
1249	996	2989
1250	997	2988
1251	998	2987
1252	998	2986
1253	999	2985
1254	999	2984
1255	1000	2982
1256	1001	2981
1257	1001	2980
1258	1002	2979
1259	1003	2978
1260	1004	2977
1261	1004	2976
1262	1005	2975
1263	1006	2974
1264	1006	2973
1265	1007	2971
1266	1008	2970
1267	1008	2969
1268	1009	2968
1269	1010	2967
1270	1010	2965
1271	1011	2964
1272	1012	2963
1273	1012	2962
1274	1013	2960
1275	1014	2959
1276	1014	2958
1277	1015	2957
1278	1016	2956
1279	1016	2955
1280	1017	2954
1281	1018	2952
1282	1019	2952
1283	1020	2952
1284	1020	2951
1285	1021	2950
1286	1022	2949
1287	1022	2947
1288	1023	2946
1289	1024	2945
1290	1024	2944
1291	1025	2943
1292	1026	2942
1293	1026	2941
1294	1027	2939
1295	1028	2938
1296	1028	2937
1297	1029	2936
1298	1030	2935
1299	1030	2934
1300	1031	2933
1301	1032	2931
1302	1032	2930
1303	1033	2929
1304	1034	2928
1305	1035	2928
1306	1036	2927
1307	1036	2926
1308	1037	2925
1309	1038	2923
1310	1038	2922
1311	1039	2921
1312	1040	2920
1313	1040	2919
1314	1041	2918
1315	1041	2916
1316	1042	2915
1317	1043	2914
1318	1043	2913
1319	1044	2912
1320	1045	2910
1321	1045	2909
1322	1046	2908
1323	1047	2907
1324	1047	2906
1325	1048	2905
1326	1049	2904
1327	1050	2903
1328	1051	2903
1329	1052	2902
1330	1052	2901
1331	1053	2901
1332	1054	2899
1333	1054	2898
1334	1055	2898
1335	1056	2897
1336	1057	2896
1337	1057	2895
1338	1058	2893
1339	1059	2893
1340	1059	2892
1341	1060	2891
1342	1061	2889
1343	1061	2888
1344	1062	2887
1345	1063	2886
1346	1064	2885
1347	1064	2884
1348	1065	2883
1349	1066	2883
1350	1067	2881
1351	1067	2880
1352	1068	2879
1353	1068	2878
1354	1069	2877
1355	1070	2876
1356	1070	2874
1357	1071	2873
1358	1072	2872
1359	1072	2871
1360	1073	2870
1361	1074	2869
1362	1074	2867
1363	1075	2866
1364	1076	2865
1365	1076	2864
1366	1077	2863
1367	1077	2862
1368	1078	2860
1369	1079	2859
1370	1080	2859
1371	1080	2858
1372	1081	2857
1373	1082	2856
1374	1082	2855
1375	1083	2854
1376	1084	2853
1377	1085	2852
1378	1085	2850
1379	1086	2849
1380	1087	2848
1381	1087	2847
1382	1088	2847
1383	1089	2846
1384	1090	2845
1385	1090	2844
1386	1091	2842
1387	1092	2842
1388	1093	2841
1389	1094	2841
1390	1094	2840
1391	1095	2839
1392	1096	2838
1393	1096	2837
1394	1097	2836
1395	1098	2835
1396	1099	2834
1397	1099	2833
1398	1100	2832
1399	1101	2831
1400	1101	2830
1401	1102	2829
1402	1103	2827
1403	1103	2826
1404	1104	2825
1405	1105	2824
1406	1105	2823
1407	1106	2822
1408	1106	2821
1409	1107	2820
1410	1108	2818
1411	1109	2818
1412	1110	2817
1413	1110	2816
1414	1111	2815
1415	1112	2814
1416	1112	2813
1417	1113	2812
1418	1114	2811
1419	1114	2810
1420	1115	2809
1421	1116	2808
1422	1116	2807
1423	1117	2806
1424	1118	2805
1425	1118	2804
1426	1119	2803
1427	1120	2802
1428	1120	2801
1429	1121	2800
1430	1122	2799
1431	1123	2798
1432	1124	2798
1433	1124	2797
1434	1125	2796
1435	1126	2795
1436	1127	2794
1437	1127	2793
1438	1128	2792
1439	1129	2791
1440	1129	2790
1441	1130	2789
1442	1131	2788
1443	1131	2787
1444	1132	2786
1445	1133	2785
1446	1133	2784
1447	1134	2783
1448	1135	2782
1449	1135	2781
1450	1136	2780
1451	1137	2779
1452	1138	2778
1453	1139	2779
1454	1140	2778
1455	1141	2777
1456	1141	2776
1457	1142	2775
1458	1143	2774
1459	1143	2773
1460	1144	2772
1461	1145	2771
1462	1146	2770
1463	1146	2769
1464	1147	2768
1465	1148	2767
1466	1148	2766
1467	1149	2765
1468	1150	2764
1469	1150	2763
1470	1151	2762
1471	1152	2762
1472	1153	2762
1473	1154	2762
1474	1155	2761
1475	1156	2760
1476	1157	2759
1477	1157	2758
1478	1158	2757
1479	1159	2756
1480	1159	2755
1481	1160	2754
1482	1161	2753
1483	1161	2752
1484	1162	2751
1485	1163	2750
1486	1163	2749
1487	1164	2748
1488	1165	2747
1489	1165	2746
1490	1166	2745
1491	1167	2744
1492	1168	2743
1493	1169	2743
1494	1170	2743
1495	1170	2742
1496	1171	2741
1497	1172	2740
1498	1172	2739
1499	1173	2738
1500	1174	2737
1501	1174	2736
1502	1175	2735
1503	1176	2734
1504	1177	2733
1505	1177	2732
1506	1178	2731
1507	1179	2730
1508	1179	2729
1509	1180	2728
1510	1181	2727
1511	1182	2726
1512	1183	2726
1513	1184	2726
1514	1185	2726
1515	1185	2725
1516	1186	2724
1517	1187	2723
1518	1187	2722
1519	1188	2721
1520	1189	2720
1521	1189	2719
1522	1190	2718
1523	1191	2717
1524	1191	2716
1525	1192	2715
1526	1193	2714
1527	1194	2713
1528	1194	2712
1529	1195	2711
1530	1196	2710
1531	1196	2709
1532	1197	2708
1533	1198	2708
1534	1199	2708
1535	1200	2707
1536	1201	2706
1537	1201	2705
1538	1202	2704
1539	1203	2703
1540	1203	2702
1541	1204	2701
1542	1205	2700
1543	1206	2699
1544	1206	2698
1545	1207	2698
1546	1208	2697
1547	1209	2696
1548	1209	2695
1549	1210	2694
1550	1211	2693
1551	1211	2692
1552	1212	2692
1553	1213	2692
1554	1214	2691
1555	1215	2690
1556	1216	2689
1557	1217	2688
1558	1217	2687
1559	1218	2686
1560	1219	2685
1561	1219	2684
1562	1220	2683
1563	1221	2682
1564	1221	2681
1565	1222	2680
1566	1223	2679
1567	1223	2678
1568	1224	2677
1569	1225	2676
1570	1225	2675
1571	1226	2674
1572	1227	2674
1573	1228	2674
1574	1229	2674
1575	1230	2673
1576	1231	2672
1577	1231	2671
1578	1232	2670
1579	1233	2669
1580	1233	2668
1581	1234	2667
1582	1235	2666
1583	1236	2665
1584	1236	2664
1585	1237	2663
1586	1238	2662
1587	1238	2661
1588	1239	2660
1589	1240	2660
1590	1240	2658
1591	1241	2658
1592	1243	2658
1593	1244	2658
1594	1244	2657
1595	1245	2656
1596	1246	2655
1597	1247	2654
1598	1247	2654
1599	1248	2653
1600	1249	2652
1601	1249	2651
1602	1250	2650
1603	1251	2649
1604	1251	2648
1605	1252	2647
1606	1253	2646
1607	1253	2645
1608	1254	2644
1609	1255	2643
1610	1256	2642
1611	1256	2641
1612	1258	2641
1613	1258	2641
1614	1259	2640
1615	1260	2639
1616	1261	2638
1617	1261	2637
1618	1262	2636
1619	1263	2635
1620	1263	2634
1621	1264	2633
1622	1265	2632
1623	1265	2631
1624	1266	2630
1625	1267	2629
1626	1267	2628
1627	1268	2627
1628	1269	2626
1629	1270	2625
1630	1270	2625
1631	1272	2625
1632	1273	2624
1633	1273	2624
1634	1274	2623
1635	1275	2622
1636	1276	2621
1637	1276	2620
1638	1277	2619
1639	1278	2618
1640	1278	2617
1641	1279	2617
1642	1280	2616
1643	1281	2615
1644	1281	2614
1645	1282	2613
1646	1283	2612
1647	1283	2611
1648	1284	2610
1649	1285	2609
1650	1285	2608
1651	1286	2607
1652	1287	2607
1653	1288	2607
1654	1289	2606
1655	1290	2604
1656	1290	2603
1657	1291	2602
1658	1292	2602
1659	1292	2601
1660	1293	2600
1661	1294	2599
1662	1294	2598
1663	1295	2597
1664	1296	2596
1665	1297	2595
1666	1297	2594
1667	1298	2593
1668	1299	2593
1669	1300	2592
1670	1301	2591
1671	1302	2591
1672	1303	2591
1673	1303	2590
1674	1304	2589
1675	1305	2588
1676	1306	2587
1677	1306	2587
1678	1307	2586
1679	1308	2585
1680	1308	2584
1681	1309	2583
1682	1310	2582
1683	1311	2581
1684	1311	2580
1685	1312	2579
1686	1313	2578
1687	1313	2577
1688	1314	2577
1689	1315	2576
1690	1316	2575
1691	1317	2575
1692	1318	2574
1693	1318	2573
1694	1319	2572
1695	1320	2571
1696	1320	2570
1697	1321	2569
1698	1322	2568
1699	1322	2567
1700	1323	2567
1701	1324	2566
1702	1324	2565
1703	1325	2564
1704	1326	2563
1705	1327	2562
1706	1327	2561
1707	1328	2560
1708	1329	2559
1709	1329	2558
1710	1330	2558
1711	1332	2558
1712	1333	2557
1713	1333	2557
1714	1334	2556
1715	1335	2555
1716	1335	2554
1717	1336	2553
1718	1337	2552
1719	1338	2551
1720	1338	2550
1721	1339	2549
1722	1340	2548
1723	1340	2548
1724	1341	2547
1725	1342	2546
1726	1343	2545
1727	1343	2544
1728	1344	2543
1729	1345	2542
1730	1346	2543
1731	1347	2542
1732	1348	2542
1733	1349	2541
1734	1349	2540
1735	1350	2539
1736	1351	2538
1737	1351	2537
1738	1352	2536
1739	1353	2535
1740	1354	2534
1741	1354	2533
1742	1355	2532
1743	1356	2531
1744	1356	2530
1745	1357	2529
1746	1358	2528
1747	1358	2527
1748	1359	2527
1749	1360	2526
1750	1361	2526
1751	1362	2526
1752	1363	2525
1753	1364	2524
1754	1364	2523
1755	1365	2522
1756	1366	2521
1757	1366	2520
1758	1367	2519
1759	1368	2518
1760	1369	2518
1761	1369	2517
1762	1370	2516
1763	1371	2515
1764	1371	2514
1765	1372	2513
1766	1373	2512
1767	1373	2511
1768	1374	2510
1769	1375	2510
1770	1376	2510
1771	1377	2509
1772	1378	2508
1773	1379	2507
1774	1379	2506
1775	1380	2505
1776	1381	2504
1777	1381	2503
1778	1382	2502
1779	1383	2501
1780	1383	2501
1781	1384	2500
1782	1385	2499
1783	1385	2498
1784	1386	2497
1785	1387	2496
1786	1387	2495
1787	1388	2494
1788	1389	2493
1789	1390	2492
1790	1391	2493
1791	1392	2492
1792	1393	2491
1793	1393	2490
1794	1394	2489
1795	1395	2489
1796	1396	2488
1797	1396	2487
1798	1397	2486
1799	1398	2485
1800	1398	2484
1801	1399	2483
1802	1400	2483
